,ID,DATE,COUNTRY,DAYS,GROUP
0,V342,1901-08-09,VANUATU,0,1
1,T1331,1901-08-09,NEW CALEDONIA,0.0,1
2,V498,1967-12-04,ANTARCTICA,0,2
3,T2037,1967-12-04,ANTARCTICA,0.0,2
4,V552,1983-08-17,INDONESIA,0,3
5,T2201,1983-08-17,PHILIPPINES,0.0,3
